# id    npts   len        ngal1   ngal2   lum1       lum2       xmin        ymin       zmin        xlen      ylen      zlen     
  3535  28     13.55501   12      14      12.29343   14.012     49.3603     250.9762   -145.4127   9.6263    4.4408    7.5819   
  3536  17     8.00204    4       5       2.20425    4.1649     63.6602     210.5874   -67.4868    4.2135    3.1339    6.0286   
  3537  12     5.57146    5       6       5.61873    5.92532    95.9145     150.4692   -11.3428    3.2993    2.4629    3.6442   
  3538  28     13.61264   18      19      51.50647   54.02925   218.0181    371.5596   -68.4847    3.429     0.5231    12.4333  
  3539  12     5.58409    4       4       6.08012    6.08012    -249.4634   135.0831   79.1582     3.3758    4.2501    1.1001   
  3540  17     8.02246    9       11      8.62003    9.63695    -12.5504    214.744    -47.9932    7.0188    3.6118    0.4787   
  3541  41     20.1574    15      18      20.42347   25.69873   -224.245    249.8619   -99.9412    5.3326    15.9295   7.857    
  3542  10     4.52997    3       7       2.92192    8.32806    -202.147    188.4043   58.1156     1.0361    4.0202    1.7445   
  3543  21     10.1597    8       18      9.68468    24.13776   -75.6049    238.6051   -60.198     4.57      4.7139    6.7584   
  3544  15     7.06828    16      20      16.46279   20.33706   178.0083    145.2594   100.825     2.8872    1.2024    6.1957   
  3545  30     14.55891   8       12      4.89477    7.6214     51.7411     110.8628   48.5854     6.6837    11.3459   4.6958   
  3546  18     8.61222    4       7       2.5777     4.06173    -29.3369    214.3517   -105.9758   1.7054    3.7653    7.3125   
  3547  10     4.57856    4       4       5.65201    5.65201    -185.6184   300.5224   -47.2805    2.1166    3.9104    0.5945   
  3548  14     6.51715    3       6       2.48557    4.10221    -144.7648   194.6219   -96.2954    1.3297    1.9247    5.9713   
  3549  20     9.81947    8       10      7.19769    9.52155    -80.9642    201.6352   -138.2224   7.8244    2.7792    3.2166   
  3550  24     11.61452   12      12      18.18089   18.18089   169.6431    240.2312   153.5186    2.17      7.4849    8.4356   
  3551  69     34.18348   40      57      35.16731   45.54585   -29.44      174.9104   68.0919     31.0777   1.5564    6.8527   
  3552  26     12.5574    9       13      12.68217   19.65651   -38.8055    272.4106   81.9779     6.5142    4.2641    8.7659   
  3553  14     6.57104    10      13      19.17926   21.63824   47.8188     283.7617   -127.3111   1.1693    5.213     3.5516   
  3554  39     19.06358   7       10      13.15736   17.86785   33.9203     297.5553   -201.5783   2.4977    18.0371   4.5072   
  3555  13     6.07643    3       6       1.55691    2.97604    114.0162    65.3143    18.4948     2.5435    5.027     2.0172   
  3556  13     6.11389    4       6       2.87052    5.89411    0.0724      242.9439   83.5566     3.9838    4.318     0.8478   
  3557  33     16.17499   10      15      11.09779   20.06411   -212.9102   189.6833   -90.4291    12.0045   6.6544    7.9602   
  3558  18     8.66147    12      12      8.75787    8.75787    115.3519    159.4552   46.8685     1.7422    6.4314    5.0201   
  3559  11     5.14097    4       4       3.53924    3.53924    -170.6252   254.2459   -53.9885    3.1673    2.406     3.2082   
  3560  17     8.07152    10      11      9.97239    10.20441   123.7574    102.3893   -54.8613    5.2067    4.6758    3.1305   
  3561  16     7.60956    4       6       2.50192    3.65229    -165.2521   137.3168   -63.4189    1.7729    5.9616    4.0857   
  3562  7      3.10273    7       11      1.63397    2.8806     5.9946      93.5155    26.1831     2.3016    0.842     1.7973   
  3563  10     4.51306    3       6       2.42498    3.13996    58.3749     93.898     -58.7085    0.3214    3.7027    2.5441   
  3564  24     11.72845   11      15      10.31181   13.85266   113.0014    167.1654   -25.6889    4.5203    3.5395    9.8534   
  3565  23     11.3838    6       9       3.75148    5.51967    91.5812     227.5157   -70.598     1.0978    5.9071    9.2951   
  3566  14     6.53695    13      22      5.37831    7.93111    -90.6166    54.5407    33.2614     2.7113    1.1757    5.775    
  3567  21     10.12823   15      24      11.70247   22.35288   61.5745     180.7508   -119.6642   3.002     8.9098    2.55     
  3568  12     5.58507    3       3       0.666      0.666      41.5907     66.1673    35.5915     4.3811    2.516     2.175    
  3569  36     17.8806    10      10      3.8815     3.8815     2.7446      79.78      -44.1584    11.2225   10.6246   4.4113   
  3570  10     4.53588    6       6       5.3286     5.3286     220.8649    122.6234   45.492      0.6891    4.4712    0.1507   
  3571  56     27.81586   28      34      45.46737   55.89257   94.9936     283.9203   39.3158     21.8929   6.1742    5.8195   
  3572  29     14.12555   15      15      10.88515   10.88515   63.1134     167.7788   -56.7066    1.3848    8.4737    9.9594   
  3573  18     8.5032     4       7       1.88356    3.84443    -96.5246    142.4678   -34.7034    4.1373    6.2888    3.8937   
  3574  32     15.65453   9       14      7.37145    16.39735   167.8764    197.3119   74.2005     8.6649    11.9773   1.2836   
  3575  31     15.08477   13      15      23.1163    24.92454   -197.5748   259.3611   19.0832     9.3833    2.6719    10.6056  
  3576  18     8.52921    3       8       0.91315    2.56623    -100.6955   60.5355    -26.023     5.8503    5.7688    0.319    
  3577  25     12.06429   9       10      2.13522    2.19493    13.1102     65.8588    -46.2428    4.9124    10.128    2.8561   
  3578  13     6.15757    3       6       3.08483    4.21774    -130.2623   92.8082    34.7183     0.8906    5.0229    3.3816   
  3579  26     12.56197   9       11      8.68891    10.27836   112.0031    222.0003   -73.4561    7.1601    8.7094    5.2683   
  3580  26     12.54691   8       14      5.85138    14.28956   3.8584      254.892    14.7653     3.012     11.3123   3.9494   
  3581  32     15.67943   10      12      19.48302   22.34698   -310.7606   218.3126   109.5887    2.4898    12.2914   8.2811   
  3582  14     6.52292    5       6       0.8529     0.87054    25.2498     41.0338    15.2079     1.4476    3.1547    5.4882   
  3583  24     11.59696   30      35      7.73127    9.35499    -3.5707     39.4368    -4.7661     5.4739    9.6944    2.8619   
  3584  15     7.05152    3       3       1.29321    1.29321    152.8223    108.3984   -30.6962    6.0546    0.5494    3.4441   
  3585  35     17.29715   19      20      26.43186   28.32334   -277.5248   204.3982   -140.2271   14.9804   3.27      2.6969   
  3586  37     18.14076   14      19      17.27093   23.49221   -163.078    235.4377   43.0338     13.0637   11.4198   3.5419   
  3587  80     39.69079   32      36      39.28698   42.55991   134.0969    247.1506   -20.6485    3.6086    26.5494   26.3559  
  3588  9      4.01203    4       6       0.45566    0.95377    14.8178     86.4246    -44.4594    1.4038    3.695     0.538    
  3589  42     20.83576   12      14      4.68283    5.83849    47.4612     89.3117    51.2579     4.0046    18.2494   8.0069   
  3590  20     9.53161    3       9       2.39601    8.17827    -0.023      113.6697   62.4971     5.0833    2.0197    7.5301   
  3591  7      3.04919    3       3       1.54739    1.54739    -69.9199    204.6906   -16.9022    1.9065    1.5986    1.7559   
  3592  15     7.12744    3       3       2.87502    2.87502    -102.8839   141.8162   7.3365      0.9182    6.5207    1.9501   
  3593  12     5.84177    4       4       1.79121    1.79121    -39.6255    156.2983   13.0977     4.689     1.8995    2.1005   
  3594  47     23.14396   17      22      14.81312   18.88264   108.0019    167.5552   -63.6327    12.2667   3.9448    18.2738  
  3595  32     15.62044   21      26      32.15941   35.90885   -196.0999   191.5354   31.8913     2.1595    14.5069   2.9075   
  3596  26     12.57937   12      13      10.97684   11.68211   -6.4764     215.1308   15.165      6.4249    7.8881    6.8147   
  3597  14     6.55732    9       10      13.30584   14.17336   120.4689    313.5709   47.5967     4.4825    0.5772    4.6215   
  3598  50     24.78181   22      23      18.66105   19.38023   -21.1574    193.1195   110.1562    5.1449    8.0868    20.8828  
  3599  18     8.53092    4       4       4.72744    4.72744    -82.6378    247.9752   -64.3406    3.6211    5.4628    5.3649   
  3600  21     10.11452   29      33      9.69823    11.81408   -59.7626    81.5304    -4.2105     6.556     5.9882    3.0377   
  3601  40     19.6257    14      14      16.05945   16.05945   176.0929    188.1277   -67.4738    11.0875   2.1943    14.0224  
  3602  8      3.56535    4       4       4.08932    4.08932    117.1398    93.2688    -63.5368    1.6553    2.005     2.2752   
  3603  33     16.11021   15      23      13.07247   19.325     111.6463    118.6904   60.2766     11.3125   4.7987    9.1053   
  3604  41     20.13077   26      26      21.98026   21.98026   -102.8988   147.3888   60.7051     10.3589   4.2005    15.3884  
  3605  21     10.13477   27      37      37.40747   46.29408   -67.4021    194.4489   78.7241     3.8416    3.3731    8.4242   
  3606  29     14.18628   24      38      26.62028   40.13582   -142.5781   178.7361   20.2138     2.3251    3.6964    12.5267  
  3607  19     9.20911    5       7       1.20103    1.5839     -16.9147    55.8539    -39.5104    6.7858    5.2959    2.0156   
  3608  29     14.05791   13      16      11.31211   12.89836   -21.9961    195.2388   28.993      12.483    1.5111    5.0702   
  3609  31     15.06007   9       9       11.49123   11.49123   71.2975     292.4218   89.8808     12.881    5.6411    4.126    
  3610  24     11.52491   10      14      11.74385   16.8652    171.309     209.523    66.7897     2.1324    11.0737   2.0686   
  3611  10     4.5407     11      17      6.76648    8.29239    -0.627      94.387     40.3582     2.9267    0.1313    3.4387   
  3612  15     7.16295    7       9       5.45657    7.11084    -73.8805    63.2528    -23.4374    6.5214    1.6493    1.7814   
  3613  11     5.0369     6       12      8.52517    16.85874   75.0265     293.7092   37.8859     3.1018    3.2873    2.1768   
  3614  24     11.62639   10      11      20.29763   22.5378    317.5087    212.1095   11.9452     1.6308    8.5089    7.3773   
  3615  11     5.0069     6       7       5.48092    5.77763    164.0735    131.736    49.6774     4.4444    1.2363    1.899    
  3616  12     5.56008    11      12      11.81672   12.00421   87.1556     113.0276   -22.2719    5.3856    0.6858    1.0568   
  3617  17     8.09699    7       12      10.28986   16.88504   141.5739    218.8335   71.0681     7.8064    1.746     1.0472   
  3618  31     15.15944   39      54      3.31671    6.98297    -8.688      25.018     4.5266      12.9268   1.5883    5.8641   
  3619  34     16.64645   11      16      21.04943   25.86657   217.8579    156.9896   -22.1458    1.7534    6.6042    14.6964  
  3620  14     6.55216    17      25      16.74848   25.06971   -51.4075    211.089    -21.5       5.8887    0.3354    2.7246   
  3621  15     7.0797     10      13      10.00395   13.48818   168.9218    174.1539   -6.8272     5.3134    3.6676    2.6004   
  3622  40     19.65173   12      13      17.49062   19.10706   107.3575    330.9531   -42.8343    3.1171    5.9532    17.678   
  3623  59     29.49853   23      28      23.29956   28.42806   75.837      176.2054   -81.9316    18.6598   18.3443   4.3445   
  3624  37     18.09146   21      23      21.01981   22.4969    104.7598    193.3084   -21.1129    8.8001    2.7087    12.8958  
  3625  26     12.55347   12      12      10.74006   10.74006   -73.2231    235.9197   -72.8447    10.3496   1.6768    6.2823   
  3626  15     7.11351    6       8       7.41268    8.06623    27.8082     183.2804   90.7477     3.9175    5.5535    0.8595   
  3627  13     6.10541    3       3       3.56292    3.56292    -2.6808     220.7802   -40.6788    0.9374    4.5144    3.9342   
  3628  14     6.56866    8       12      5.794      11.27114   -107.2477   143.7123   23.511      6.255     0.8201    1.2419   
  3629  35     17.89459   24      29      19.61315   22.1375    112.1641    102.5633   15.3061     15.806    1.4973    5.0458   
  3630  12     5.5437     5       10      1.92913    3.4761     -86.0847    44.5745    -4.8346     0.6818    4.8034    2.5871   
  3631  37     18.1675    16      17      22.17629   24.91106   111.6928    197.7726   165.9621    4.7352    13.4494   7.3593   
  3632  13     6.01801    5       7       3.1193     5.71133    -159.9024   120.0562   -51.1595    4.8532    3.3644    0.1757   
  3633  5      2.00769    3       5       0.79857    1.1366     -10.6744    65.8715    27.1342     0.7561    1.1551    1.456    
  3634  29     14.17928   21      25      16.89007   23.68678   -173.6906   176.4442   29.2239     12.6754   3.2172    1.7653   
  3635  19     9.02539    3       3       3.55386    3.55386    46.6487     301.8371   99.8299     3.6791    2.435     7.7652   
  3636  43     21.32924   26      35      26.99179   34.24179   -35.9644    177.6678   97.8242     18.5597   5.0891    5.8087   
